Panel;Wêze³;Przypadek;MXX (kNm/m);MYY (kNm/m);MXY (kNm/m);NXX (kN/m);NYY (kN/m);NXY (kN/m);QXX (kN/m);QYY (kN/m)
 6; 9392; 3 (K);5,85;2,01;7,45;-1,09;-11,44;-2,95;-0,97;-5,76
 6; 9393; 3 (K);4,63;2,02;6,96;-1,37;-11,81;-3,45;-2,68;-4,87
 6; 9394; 3 (K);3,52;2,11;6,35;-2,51;-12,40;-4,02;-4,09;-3,96
 6; 9395; 3 (K);2,49;2,33;5,62;-5,05;-12,86;-4,45;-5,17;-2,97
 6; 9396; 3 (K);1,41;2,62;4,20;-10,02;-12,86;-4,23;-4,96;-3,44
 6; 9397; 3 (K);20,87;2,64;8,85;-32,83;-29,74;5,05;35,30;-4,19
 6; 9398; 3 (K);19,48;2,80;9,30;-26,58;-27,71;4,26;30,60;-5,66
 6; 9399; 3 (K);18,00;2,82;9,62;-21,23;-25,64;3,23;26,19;-6,54
 6; 9400; 3 (K);16,47;2,77;9,81;-16,76;-23,60;2,15;22,12;-6,98
 6; 9401; 3 (K);14,94;2,68;9,91;-13,05;-21,67;1,13;18,40;-7,10
 6; 9402; 3 (K);13,42;2,58;9,93;-9,99;-19,92;0,21;15,00;-6,99
 6; 9403; 3 (K);11,94;2,49;9,87;-7,47;-18,39;-0,61;11,89;-6,72
 6; 9404; 3 (K);10,52;2,42;9,74;-5,42;-17,12;-1,34;9,05;-6,33
 6; 9405; 3 (K);9,16;2,38;9,53;-3,79;-16,09;-2,00;6,45;-5,84
 6; 9406; 3 (K);7,87;2,38;9,24;-2,58;-15,31;-2,63;4,08;-5,28
 6; 9407; 3 (K);6,67;2,42;8,87;-1,78;-14,77;-3,25;1,93;-4,66
 6; 9408; 3 (K);5,55;2,52;8,41;-1,47;-14,43;-3,88;-0,01;-3,99
 6; 9409; 3 (K);4,50;2,68;7,86;-1,76;-14,23;-4,52;-1,72;-3,29
 6; 9410; 3 (K);3,52;2,93;7,21;-2,85;-14,01;-5,05;-3,19;-2,59
 6; 9411; 3 (K);2,57;3,27;6,48;-5,06;-13,57;-5,22;-4,49;-1,90
 6; 9412; 3 (K);1,60;3,63;4,96;-8,49;-12,92;-4,33;-4,19;-2,46
 6; 9413; 3 (K);16,13;1,03;9,80;-33,31;-30,61;5,70;33,33;-0,17
 6; 9414; 3 (K);15,26;1,49;10,31;-27,42;-29,13;5,01;29,28;-1,81
 6; 9415; 3 (K);14,30;1,78;10,66;-22,22;-27,57;4,04;25,40;-2,94
 6; 9416; 3 (K);13,27;1,96;10,88;-17,76;-25,95;2,94;21,73;-3,65
 6; 9417; 3 (K);12,20;2,08;10,99;-14,00;-24,35;1,83;18,31;-4,04
 6; 9418; 3 (K);11,11;2,17;10,99;-10,85;-22,81;0,76;15,14;-4,18
 6; 9419; 3 (K);10,03;2,25;10,91;-8,25;-21,40;-0,24;12,21;-4,13
 6; 9420; 3 (K);8,96;2,34;10,74;-6,12;-20,13;-1,16;9,50;-3,94
 6; 9421; 3 (K);7,93;2,46;10,50;-4,44;-19,03;-2,03;7,01;-3,63
 6; 9422; 3 (K);6,93;2,61;10,17;-3,18;-18,08;-2,84;4,71;-3,24
 6; 9423; 3 (K);5,98;2,81;9,75;-2,36;-17,27;-3,62;2,61;-2,78
 6; 9424; 3 (K);5,08;3,05;9,26;-2,02;-16,54;-4,35;0,70;-2,27
 6; 9425; 3 (K);4,21;3,36;8,67;-2,24;-15,83;-4,98;-1,02;-1,74
 6; 9426; 3 (K);3,38;3,74;8,00;-3,11;-15,02;-5,37;-2,56;-1,22
 6; 9427; 3 (K);2,57;4,20;7,28;-4,65;-14,05;-5,24;-3,97;-0,76
 6; 9428; 3 (K);1,75;4,64;5,64;-6,58;-13,04;-4,04;-3,65;-1,37
 6; 9429; 3 (K);11,73;-0,57;10,40;-33,69;-31,20;5,89;31,28;3,35
 6; 9430; 3 (K);11,30;0,16;10,96;-28,16;-30,10;5,32;27,77;1,61
 6; 9431; 3 (K);10,78;0,71;11,36;-23,18;-28,90;4,45;24,34;0,32
 6; 9432; 3 (K);10,17;1,13;11,62;-18,80;-27,61;3,40;21,06;-0,59
 6; 9433; 3 (K);9,51;1,47;11,75;-15,04;-26,28;2,28;17,94;-1,18
 6; 9434; 3 (K);8,80;1,75;11,77;-11,85;-24,94;1,16;15,01;-1,52
 6; 9435; 3 (K);8,07;2,02;11,68;-9,18;-23,64;0,07;12,27;-1,66
 6; 9436; 3 (K);7,34;2,28;11,51;-6,99;-22,40;-0,96;9,71;-1,64
 6; 9437; 3 (K);6,60;2,56;11,25;-5,25;-21,23;-1,94;7,33;-1,49
 6; 9438; 3 (K);5,88;2,86;10,90;-3,94;-20,14;-2,86;5,13;-1,25
 6; 9439; 3 (K);5,18;3,20;10,47;-3,06;-19,10;-3,70;3,08;-0,93
 6; 9440; 3 (K);4,50;3,59;9,96;-2,63;-18,07;-4,44;1,20;-0,57
 6; 9441; 3 (K);3,83;4,04;9,36;-2,67;-16,99;-5,00;-0,54;-0,18
 6; 9442; 3 (K);3,17;4,55;8,69;-3,17;-15,82;-5,23;-2,13;0,19
 6; 9443; 3 (K);2,52;5,11;7,96;-4,01;-14,58;-4,91;-3,64;0,50
 6; 9444; 3 (K);1,86;5,65;6,22;-4,78;-13,43;-3,71;-3,29;-0,08
 6; 9445; 3 (K);7,69;-2,17;10,72;-33,98;-31,61;5,77;29,20;6,46
 6; 9446; 3 (K);7,63;-1,16;11,33;-28,80;-30,77;5,31;26,14;4,67
 6; 9447; 3 (K);7,46;-0,36;11,77;-24,05;-29,83;4,56;23,12;3,27
 6; 9448; 3 (K);7,22;0,30;12,07;-19,80;-28,78;3,60;20,18;2,23
 6; 9449; 3 (K);6,91;0,85;12,24;-16,09;-27,66;2,53;17,36;1,48
 6; 9450; 3 (K);6,54;1,33;12,28;-12,89;-26,48;1,42;14,67;0,98
 6; 9451; 3 (K);6,13;1,78;12,22;-10,19;-25,27;0,32;12,12;0,69
 6; 9452; 3 (K);5,69;2,21;12,05;-7,95;-24,06;-0,75;9,72;0,56
 6; 9453; 3 (K);5,24;2,65;11,79;-6,14;-22,87;-1,77;7,47;0,56
 6; 9454; 3 (K);4,78;3,11;11,45;-4,76;-21,67;-2,71;5,35;0,68
 6; 9455; 3 (K);4,32;3,60;11,02;-3,78;-20,47;-3,56;3,37;0,87
 6; 9456; 3 (K);3,85;4,13;10,51;-3,21;-19,24;-4,25;1,52;1,11
 6; 9457; 3 (K);3,38;4,70;9,91;-3,01;-17,94;-4,72;-0,21;1,39
 6; 9458; 3 (K);2,91;5,33;9,25;-3,11;-16,59;-4,85;-1,84;1,65
 6; 9459; 3 (K);2,43;6,01;8,53;-3,32;-15,23;-4,48;-3,43;1,88
 6; 9460; 3 (K);1,94;6,67;6,71;-3,27;-14,02;-3,44;-3,04;1,37
 6; 9461; 3 (K);4,00;-3,76;10,82;-34,18;-31,92;5,45;27,13;9,20
 6; 9462; 3 (K);4,23;-2,49;11,47;-29,33;-31,25;5,10;24,46;7,40
 6; 9463; 3 (K);4,38;-1,44;11,96;-24,82;-30,48;4,45;21,79;5,94
 6; 9464; 3 (K);4,44;-0,55;12,29;-20,73;-29,61;3,60;19,17;4,81
 6; 9465; 3 (K);4,43;0,21;12,50;-17,09;-28,63;2,62;16,62;3,94
 6; 9466; 3 (K);4,36;0,90;12,57;-13,92;-27,58;1,57;14,16;3,32
 6; 9467; 3 (K);4,24;1,53;12,54;-11,21;-26,45;0,50;11,81;2,90
 6; 9468; 3 (K);4,07;2,13;12,39;-8,93;-25,28;-0,55;9,57;2,65
 6; 9469; 3 (K);3,88;2,73;12,15;-7,06;-24,07;-1,55;7,44;2,54
 6; 9470; 3 (K);3,66;3,34;11,82;-5,59;-22,82;-2,47;5,43;2,54
 6; 9471; 3 (K);3,42;3,97;11,41;-4,49;-21,53;-3,27;3,52;2,62
 6; 9472; 3 (K);3,17;4,64;10,91;-3,73;-20,18;-3,90;1,71;2,77
 6; 9473; 3 (K);2,90;5,35;10,33;-3,27;-18,77;-4,30;-0,00;2,96
 6; 9474; 3 (K);2,62;6,10;9,68;-2,99;-17,34;-4,38;-1,65;3,15
 6; 9475; 3 (K);2,32;6,90;8,98;-2,70;-15,95;-4,03;-3,28;3,33
 6; 9476; 3 (K);2,01;7,70;7,09;-2,11;-14,73;-3,22;-2,85;2,96
 6; 9477; 3 (K);0,64;-5,31;10,73;-34,30;-32,17;5,00;25,10;11,63
 6; 9478; 3 (K);1,13;-3,80;11,42;-29,75;-31,61;4,74;22,76;9,84
 6; 9479; 3 (K);1,53;-2,52;11,94;-25,48;-30,96;4,21;20,41;8,35
 6; 9480; 3 (K);1,85;-1,41;12,32;-21,55;-30,20;3,47;18,07;7,15
 6; 9481; 3 (K);2,10;-0,44;12,56;-18,02;-29,33;2,59;15,77;6,21
 6; 9482; 3 (K);2,29;0,44;12,67;-14,90;-28,36;1,63;13,53;5,50
 6; 9483; 3 (K);2,42;1,26;12,67;-12,19;-27,30;0,63;11,37;4,98
 6; 9484; 3 (K);2,50;2,03;12,55;-9,88;-26,16;-0,36;9,28;4,63
 6; 9485; 3 (K);2,55;2,79;12,34;-7,95;-24,96;-1,31;7,29;4,42
 6; 9486; 3 (K);2,56;3,55;12,03;-6,38;-23,69;-2,17;5,38;4,33
 6; 9487; 3 (K);2,54;4,33;11,64;-5,14;-22,35;-2,91;3,55;4,33
 6; 9488; 3 (K);2,49;5,13;11,17;-4,20;-20,96;-3,48;1,80;4,40
 6; 9489; 3 (K);2,41;5,97;10,61;-3,47;-19,52;-3,83;0,11;4,53
 6; 9490; 3 (K);2,32;6,85;9,98;-2,86;-18,08;-3,89;-1,52;4,67
 6; 9491; 3 (K);2,21;7,78;9,29;-2,20;-16,70;-3,63;-3,17;4,84
 6; 9492; 3 (K);2,07;8,71;7,37;-1,26;-15,48;-3,04;-2,68;4,62
 6; 9493; 3 (K);-2,39;-6,84;10,51;-34,34;-32,40;4,47;23,14;13,79
 6; 9494; 3 (K);-1,70;-5,10;11,22;-30,07;-31,90;4,30;21,09;12,02
 6; 9495; 3 (K);-1,08;-3,59;11,77;-26,03;-31,31;3,88;19,00;10,53
 6; 9496; 3 (K);-0,54;-2,27;12,18;-22,28;-30,62;3,25;16,91;9,30
 6; 9497; 3 (K);-0,06;-1,09;12,46;-18,86;-29,82;2,48;14,84;8,30
 6; 9498; 3 (K);0,35;-0,02;12,60;-15,80;-28,92;1,62;12,81;7,52
 6; 9499; 3 (K);0,71;0,97;12,63;-13,11;-27,91;0,71;10,83;6,92
 6; 9500; 3 (K);1,01;1,91;12,55;-10,77;-26,81;-0,19;8,90;6,49
 6; 9501; 3 (K);1,27;2,83;12,37;-8,78;-25,62;-1,06;7,03;6,21
 6; 9502; 3 (K);1,49;3,74;12,09;-7,12;-24,36;-1,86;5,23;6,04
 6; 9503; 3 (K);1,67;4,65;11,73;-5,74;-23,02;-2,53;3,49;5,98
 6; 9504; 3 (K);1,82;5,59;11,28;-4,61;-21,63;-3,05;1,81;5,99
 6; 9505; 3 (K);1,93;6,56;10,75;-3,66;-20,21;-3,36;0,17;6,07
 6; 9506; 3 (K);2,02;7,57;10,15;-2,78;-18,79;-3,44;-1,43;6,20
 6; 9507; 3 (K);2,09;8,63;9,49;-1,84;-17,43;-3,26;-3,07;6,35
 6; 9508; 3 (K);2,13;9,71;7,55;-0,68;-16,21;-2,86;-2,51;6,30
 6; 9509; 3 (K);-5,11;-8,33;10,17;-34,32;-32,62;3,91;21,24;15,71
 6; 9510; 3 (K);-4,25;-6,37;10,89;-30,30;-32,14;3,82;19,44;13,98
 6; 9511; 3 (K);-3,46;-4,66;11,47;-26,47;-31,59;3,49;17,60;12,49
 6; 9512; 3 (K);-2,72;-3,13;11,91;-22,89;-30,94;2,98;15,74;11,24
 6; 9513; 3 (K);-2,06;-1,76;12,21;-19,59;-30,18;2,32;13,88;10,21
 6; 9514; 3 (K);-1,45;-0,50;12,39;-16,60;-29,32;1,56;12,03;9,38
 6; 9515; 3 (K);-0,89;0,66;12,45;-13,94;-28,35;0,76;10,22;8,73
 6; 9516; 3 (K);-0,39;1,77;12,40;-11,59;-27,29;-0,06;8,44;8,24
 6; 9517; 3 (K);0,06;2,84;12,25;-9,54;-26,13;-0,84;6,71;7,90
 6; 9518; 3 (K);0,47;3,89;12,01;-7,79;-24,89;-1,55;5,02;7,67
 6; 9519; 3 (K);0,84;4,95;11,68;-6,29;-23,57;-2,16;3,37;7,56
 6; 9520; 3 (K);1,17;6,02;11,27;-4,99;-22,21;-2,63;1,76;7,53
 6; 9521; 3 (K);1,47;7,12;10,77;-3,84;-20,82;-2,92;0,19;7,58
 6; 9522; 3 (K);1,74;8,27;10,19;-2,74;-19,44;-3,02;-1,36;7,69
 6; 9523; 3 (K);1,97;9,45;9,56;-1,60;-18,12;-2,94;-2,96;7,86
 6; 9524; 3 (K);2,18;10,69;7,63;-0,30;-16,91;-2,70;-2,34;7,97
 6; 9525; 3 (K);-7,55;-9,77;9,74;-34,24;-32,85;3,35;19,42;17,42
 6; 9526; 3 (K);-6,55;-7,61;10,47;-30,46;-32,37;3,32;17,84;15,73
 6; 9527; 3 (K);-5,60;-5,70;11,06;-26,83;-31,82;3,08;16,21;14,26
 6; 9528; 3 (K);-4,71;-3,98;11,52;-23,40;-31,18;2,67;14,56;13,01
 6; 9529; 3 (K);-3,88;-2,42;11,85;-20,22;-30,45;2,11;12,89;11,96
 6; 9530; 3 (K);-3,10;-0,99;12,05;-17,31;-29,62;1,47;11,22;11,10
 6; 9531; 3 (K);-2,37;0,34;12,15;-14,67;-28,68;0,76;9,56;10,41
 6; 9532; 3 (K);-1,70;1,61;12,13;-12,31;-27,65;0,05;7,93;9,88
 6; 9533; 3 (K);-1,07;2,83;12,01;-10,23;-26,52;-0,65;6,32;9,49
 6; 9534; 3 (K);-0,48;4,02;11,81;-8,39;-25,31;-1,28;4,75;9,22
 6; 9535; 3 (K);0,06;5,22;11,51;-6,77;-24,03;-1,83;3,20;9,07
 6; 9536; 3 (K);0,56;6,42;11,13;-5,34;-22,71;-2,25;1,68;9,01
 6; 9537; 3 (K);1,03;7,65;10,66;-4,02;-21,37;-2,53;0,18;9,04
 6; 9538; 3 (K);1,46;8,92;10,12;-2,75;-20,03;-2,66;-1,31;9,15
 6; 9539; 3 (K);1,86;10,24;9,52;-1,46;-18,74;-2,64;-2,85;9,33
 6; 9540; 3 (K);2,24;11,63;7,61;-0,07;-17,54;-2,53;-2,16;9,60
 6; 9541; 3 (K);-9,71;-11,15;9,24;-34,11;-33,09;2,80;17,68;18,93
 6; 9542; 3 (K);-8,60;-8,81;9,97;-30,54;-32,59;2,83;16,30;17,29
 6; 9543; 3 (K);-7,53;-6,71;10,57;-27,09;-32,03;2,67;14,86;15,85
 6; 9544; 3 (K);-6,51;-4,81;11,04;-23,82;-31,39;2,35;13,39;14,60
 6; 9545; 3 (K);-5,53;-3,08;11,39;-20,75;-30,67;1,89;11,89;13,55
 6; 9546; 3 (K);-4,61;-1,49;11,61;-17,91;-29,85;1,35;10,39;12,67
 6; 9547; 3 (K);-3,73;0,01;11,73;-15,31;-28,93;0,74;8,88;11,96
 6; 9548; 3 (K);-2,90;1,43;11,74;-12,95;-27,92;0,12;7,39;11,40
 6; 9549; 3 (K);-2,11;2,79;11,66;-10,83;-26,83;-0,49;5,91;10,97
 6; 9550; 3 (K);-1,36;4,13;11,48;-8,93;-25,66;-1,05;4,45;10,68
 6; 9551; 3 (K);-0,66;5,45;11,22;-7,21;-24,42;-1,53;3,00;10,49
 6; 9552; 3 (K);-0,00;6,79;10,87;-5,66;-23,15;-1,92;1,57;10,42
 6; 9553; 3 (K);0,62;8,15;10,45;-4,21;-21,85;-2,19;0,16;10,44
 6; 9554; 3 (K);1,21;9,54;9,94;-2,81;-20,55;-2,34;-1,25;10,54
 6; 9555; 3 (K);1,77;10,99;9,38;-1,41;-19,30;-2,38;-2,72;10,74
 6; 9556; 3 (K);2,29;12,52;7,52;0,04;-18,10;-2,35;-1,97;11,16
 6; 9557; 3 (K);-11,64;-12,47;8,69;-33,93;-33,35;2,29;16,03;20,27
 6; 9558; 3 (K);-10,43;-9,96;9,41;-30,56;-32,81;2,37;14,82;18,68
 6; 9559; 3 (K);-9,25;-7,69;10,01;-27,28;-32,23;2,28;13,55;17,27
 6; 9560; 3 (K);-8,12;-5,63;10,48;-24,15;-31,57;2,03;12,24;16,05
 6; 9561; 3 (K);-7,02;-3,73;10,84;-21,19;-30,85;1,67;10,90;15,00
 6; 9562; 3 (K);-5,97;-1,97;11,08;-18,42;-30,03;1,21;9,55;14,11
 6; 9563; 3 (K);-4,96;-0,33;11,22;-15,86;-29,13;0,70;8,19;13,38
 6; 9564; 3 (K);-3,99;1,23;11,26;-13,50;-28,15;0,17;6,83;12,80
 6; 9565; 3 (K);-3,06;2,74;11,21;-11,36;-27,08;-0,36;5,47;12,36
 6; 9566; 3 (K);-2,18;4,21;11,06;-9,40;-25,95;-0,85;4,12;12,04
 6; 9567; 3 (K);-1,33;5,66;10,83;-7,61;-24,75;-1,28;2,78;11,84
 6; 9568; 3 (K);-0,52;7,12;10,52;-5,95;-23,52;-1,63;1,45;11,75
 6; 9569; 3 (K);0,25;8,60;10,13;-4,40;-22,26;-1,89;0,13;11,76
 6; 9570; 3 (K);0,98;10,12;9,65;-2,90;-21,01;-2,06;-1,20;11,87
 6; 9571; 3 (K);1,68;11,70;9,13;-1,42;-19,78;-2,14;-2,58;12,08
 6; 9572; 3 (K);2,34;13,37;7,33;0,07;-18,59;-2,17;-1,79;12,63
 6; 9573; 3 (K);-13,33;-13,72;8,11;-33,72;-33,62;1,82;14,46;21,46
 6; 9574; 3 (K);-12,04;-11,06;8,81;-30,53;-33,04;1,94;13,40;19,92
 6; 9575; 3 (K);-10,79;-8,63;9,39;-27,41;-32,42;1,90;12,29;18,55
 6; 9576; 3 (K);-9,56;-6,41;9,86;-24,40;-31,75;1,73;11,13;17,35
 6; 9577; 3 (K);-8,36;-4,36;10,22;-21,54;-31,01;1,44;9,94;16,31
 6; 9578; 3 (K);-7,19;-2,46;10,48;-18,84;-30,19;1,07;8,72;15,42
 6; 9579; 3 (K);-6,07;-0,67;10,64;-16,32;-29,30;0,64;7,49;14,69
 6; 9580; 3 (K);-4,98;1,03;10,70;-13,98;-28,33;0,19;6,26;14,09
 6; 9581; 3 (K);-3,92;2,67;10,66;-11,81;-27,29;-0,26;5,02;13,63
 6; 9582; 3 (K);-2,91;4,27;10,55;-9,81;-26,19;-0,69;3,79;13,30
 6; 9583; 3 (K);-1,94;5,84;10,35;-7,96;-25,03;-1,07;2,55;13,09
 6; 9584; 3 (K);-1,00;7,42;10,07;-6,23;-23,83;-1,39;1,32;12,99
 6; 9585; 3 (K);-0,10;9,02;9,71;-4,59;-22,62;-1,64;0,09;13,00
 6; 9586; 3 (K);0,77;10,66;9,28;-3,02;-21,40;-1,81;-1,14;13,12
 6; 9587; 3 (K);1,60;12,36;8,79;-1,48;-20,19;-1,93;-2,42;13,33
 6; 9588; 3 (K);2,39;14,16;7,08;0,05;-19,01;-1,99;-1,61;14,01
 6; 9589; 3 (K);-14,81;-14,90;7,49;-33,49;-33,90;1,40;12,97;22,51
 6; 9590; 3 (K);-13,47;-12,09;8,17;-30,45;-33,27;1,55;12,05;21,02
 6; 9591; 3 (K);-12,14;-9,52;8,73;-27,47;-32,62;1,56;11,07;19,69
 6; 9592; 3 (K);-10,83;-7,15;9,19;-24,59;-31,91;1,45;10,05;18,51
 6; 9593; 3 (K);-9,54;-4,96;9,55;-21,82;-31,15;1,23;8,99;17,49
 6; 9594; 3 (K);-8,29;-2,92;9,81;-19,19;-30,33;0,93;7,91;16,61
 6; 9595; 3 (K);-7,06;-1,00;9,98;-16,71;-29,44;0,58;6,81;15,87
 6; 9596; 3 (K);-5,86;0,83;10,06;-14,38;-28,49;0,19;5,69;15,28
 6; 9597; 3 (K);-4,70;2,59;10,05;-12,20;-27,47;-0,19;4,57;14,81
 6; 9598; 3 (K);-3,57;4,31;9,95;-10,17;-26,39;-0,56;3,45;14,47
 6; 9599; 3 (K);-2,48;6,00;9,78;-8,27;-25,26;-0,90;2,32;14,25
 6; 9600; 3 (K);-1,43;7,69;9,53;-6,48;-24,10;-1,19;1,19;14,15
 6; 9601; 3 (K);-0,41;9,41;9,21;-4,78;-22,92;-1,42;0,06;14,16
 6; 9602; 3 (K);0,58;11,16;8,82;-3,15;-21,73;-1,60;-1,07;14,28
 6; 9603; 3 (K);1,53;12,97;8,37;-1,56;-20,54;-1,72;-2,26;14,50
 6; 9604; 3 (K);2,44;14,89;6,75;-0,00;-19,37;-1,81;-1,43;15,29
 6; 9605; 3 (K);-16,10;-15,99;6,86;-33,25;-34,19;1,04;11,55;23,43
 6; 9606; 3 (K);-14,71;-13,06;7,50;-30,35;-33,51;1,21;10,76;21,99
 6; 9607; 3 (K);-13,32;-10,35;8,04;-27,50;-32,81;1,26;9,90;20,70
 6; 9608; 3 (K);-11,95;-7,86;8,48;-24,72;-32,08;1,19;9,00;19,55
 6; 9609; 3 (K);-10,59;-5,54;8,84;-22,04;-31,29;1,02;8,07;18,55
 6; 9610; 3 (K);-9,25;-3,37;9,09;-19,47;-30,46;0,79;7,11;17,68
 6; 9611; 3 (K);-7,94;-1,32;9,27;-17,03;-29,57;0,50;6,13;16,95
 6; 9612; 3 (K);-6,65;0,62;9,35;-14,72;-28,62;0,18;5,13;16,35
 6; 9613; 3 (K);-5,39;2,50;9,36;-12,54;-27,62;-0,14;4,12;15,88
 6; 9614; 3 (K);-4,16;4,33;9,29;-10,49;-26,56;-0,46;3,11;15,54
 6; 9615; 3 (K);-2,97;6,14;9,14;-8,55;-25,46;-0,76;2,09;15,32
 6; 9616; 3 (K);-1,81;7,94;8,93;-6,72;-24,33;-1,01;1,06;15,21
 6; 9617; 3 (K);-0,68;9,76;8,64;-4,97;-23,17;-1,23;0,03;15,22
 6; 9618; 3 (K);0,41;11,61;8,28;-3,29;-22,01;-1,40;-1,00;15,35
 6; 9619; 3 (K);1,46;13,53;7,88;-1,66;-20,84;-1,54;-2,08;15,58
 6; 9620; 3 (K);2,49;15,57;6,36;-0,07;-19,67;-1,64;-1,26;16,46
 6; 9621; 3 (K);-17,22;-17,01;6,21;-33,00;-34,48;0,74;10,22;24,23
 6; 9622; 3 (K);-15,79;-13,95;6,81;-30,22;-33,75;0,92;9,53;22,85
 6; 9623; 3 (K);-14,35;-11,13;7,32;-27,49;-33,01;0,99;8,79;21,59
 6; 9624; 3 (K);-12,92;-8,51;7,74;-24,80;-32,24;0,96;8,00;20,47
 6; 9625; 3 (K);-11,50;-6,08;8,08;-22,20;-31,43;0,84;7,18;19,49
 6; 9626; 3 (K);-10,10;-3,79;8,33;-19,69;-30,58;0,66;6,34;18,63
 6; 9627; 3 (K);-8,71;-1,63;8,50;-17,29;-29,69;0,43;5,47;17,91
 6; 9628; 3 (K);-7,34;0,42;8,60;-15,00;-28,74;0,16;4,58;17,32
 6; 9629; 3 (K);-6,00;2,41;8,62;-12,82;-27,75;-0,11;3,68;16,85
 6; 9630; 3 (K);-4,69;4,34;8,56;-10,76;-26,71;-0,38;2,77;16,51
 6; 9631; 3 (K);-3,40;6,25;8,44;-8,80;-25,63;-0,64;1,86;16,28
 6; 9632; 3 (K);-2,15;8,15;8,25;-6,93;-24,52;-0,87;0,94;16,18
 6; 9633; 3 (K);-0,93;10,07;8,00;-5,14;-23,38;-1,07;0,01;16,19
 6; 9634; 3 (K);0,26;12,02;7,68;-3,42;-22,24;-1,23;-0,92;16,32
 6; 9635; 3 (K);1,41;14,04;7,32;-1,76;-21,08;-1,36;-1,90;16,56
 6; 9636; 3 (K);2,54;16,18;5,91;-0,15;-19,92;-1,46;-1,10;17,53
 6; 9637; 3 (K);-18,18;-17,93;5,56;-32,75;-34,77;0,49;8,95;24,93
 6; 9638; 3 (K);-16,72;-14,77;6,11;-30,09;-33,98;0,68;8,36;23,59
 6; 9639; 3 (K);-15,24;-11,84;6,58;-27,45;-33,20;0,76;7,72;22,38
 6; 9640; 3 (K);-13,77;-9,12;6,98;-24,85;-32,39;0,76;7,04;21,29
 6; 9641; 3 (K);-12,30;-6,58;7,29;-22,32;-31,56;0,68;6,33;20,32
 6; 9642; 3 (K);-10,83;-4,19;7,53;-19,86;-30,70;0,54;5,59;19,48
 6; 9643; 3 (K);-9,38;-1,93;7,70;-17,50;-29,79;0,35;4,83;18,77
 6; 9644; 3 (K);-7,95;0,23;7,80;-15,23;-28,85;0,14;4,05;18,18
 6; 9645; 3 (K);-6,53;2,32;7,82;-13,06;-27,86;-0,09;3,25;17,72
 6; 9646; 3 (K);-5,14;4,34;7,79;-10,99;-26,83;-0,32;2,45;17,38
 6; 9647; 3 (K);-3,78;6,34;7,68;-9,01;-25,76;-0,54;1,64;17,15
 6; 9648; 3 (K);-2,44;8,34;7,52;-7,12;-24,67;-0,74;0,82;17,05
 6; 9649; 3 (K);-1,14;10,34;7,30;-5,30;-23,56;-0,92;-0,01;17,07
 6; 9650; 3 (K);0,13;12,39;7,02;-3,55;-22,42;-1,07;-0,84;17,20
 6; 9651; 3 (K);1,37;14,50;6,70;-1,86;-21,28;-1,19;-1,71;17,44
 6; 9652; 3 (K);2,58;16,74;5,42;-0,22;-20,12;-1,29;-0,95;18,48
 6; 9653; 3 (K);-18,99;-18,76;4,90;-32,51;-35,04;0,30;7,74;25,53
 6; 9654; 3 (K);-17,51;-15,51;5,40;-29,94;-34,21;0,48;7,24;24,24
 6; 9655; 3 (K);-16,00;-12,49;5,83;-27,39;-33,38;0,57;6,70;23,06
 6; 9656; 3 (K);-14,49;-9,67;6,19;-24,87;-32,54;0,59;6,11;21,99
 6; 9657; 3 (K);-12,98;-7,03;6,48;-22,40;-31,69;0,53;5,50;21,05
 6; 9658; 3 (K);-11,47;-4,55;6,70;-20,00;-30,80;0,43;4,86;20,23
 6; 9659; 3 (K);-9,96;-2,20;6,86;-17,67;-29,89;0,29;4,20;19,52
 6; 9660; 3 (K);-8,47;0,05;6,96;-15,42;-28,94;0,11;3,52;18,94
 6; 9661; 3 (K);-6,99;2,22;6,99;-13,26;-27,95;-0,08;2,83;18,48
 6; 9662; 3 (K);-5,54;4,34;6,96;-11,19;-26,93;-0,27;2,13;18,14
 6; 9663; 3 (K);-4,11;6,42;6,88;-9,20;-25,88;-0,46;1,42;17,92
 6; 9664; 3 (K);-2,70;8,50;6,74;-7,29;-24,80;-0,63;0,70;17,82
 6; 9665; 3 (K);-1,32;10,59;6,55;-5,45;-23,69;-0,79;-0,02;17,84
 6; 9666; 3 (K);0,02;12,71;6,30;-3,67;-22,57;-0,92;-0,75;17,98
 6; 9667; 3 (K);1,33;14,90;6,02;-1,96;-21,44;-1,03;-1,51;18,22
 6; 9668; 3 (K);2,62;17,23;4,88;-0,29;-20,29;-1,12;-0,81;19,32
 6; 9669; 3 (K);-19,68;-19,49;4,24;-32,28;-35,29;0,15;6,59;26,04
 6; 9670; 3 (K);-18,17;-16,16;4,68;-29,80;-34,42;0,32;6,17;24,79
 6; 9671; 3 (K);-16,65;-13,06;5,07;-27,33;-33,55;0,41;5,71;23,64
 6; 9672; 3 (K);-15,10;-10,16;5,39;-24,87;-32,68;0,44;5,22;22,60
 6; 9673; 3 (K);-13,56;-7,44;5,65;-22,46;-31,80;0,41;4,70;21,68
 6; 9674; 3 (K);-12,00;-4,87;5,85;-20,10;-30,90;0,34;4,16;20,87
 6; 9675; 3 (K);-10,46;-2,44;6,00;-17,80;-29,98;0,22;3,60;20,18
 6; 9676; 3 (K);-8,91;-0,11;6,09;-15,58;-29,02;0,09;3,02;19,60
